Unique ID,Email,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?.1,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Average Salary,Q4 - What Industry do you work in?.1,Q5 - Favorite Programming Language.1,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?.1,Q12 - Highest Level of Education,Q13 - Ethnicity
"62a9c880f408bae018f6aa1b","anonymous",,"1899-12-30 07:54:00,000","1899-12-30 00:01:32,000","Data Analyst","Yes","86k-105k",95.5,"Other","Python",7,8,9,9,9,9,"Difficult","Better Salary","Male",34,"United States","Bachelors","Hispanic or Latino"
"62aa21e218134ddc75d8be11","anonymous",,"1899-12-30 14:16:00,000","1899-12-30 00:01:15,000","Student/Looking/None","No","0-40k",20,"Construction","R",2,2,2,2,2,2,"Difficult","Better Salary","Male",24,"United States","Associates","Black or African American"
"62aa29852e54c9003e5d50b5","anonymous",,"1899-12-30 14:48:00,000","1899-12-30 00:06:20,000","Data Engineer","Yes","0-40k",20,"Tech","Python",7,3,3,2,5,9,"Difficult","Better Salary","Male",26,"Other","Bachelors","Hispanic or Latino"
"62aa2f44bc6861bf3180fd06","anonymous",,"1899-12-30 15:13:00,000","1899-12-30 00:02:00,000","Data Analyst","Yes","41k-65k",53,"Telecommunication","Other",4,7,5,6,4,6,"Difficult","Better Salary","Female",32,"Other","Masters","Black or African American"
"62aa34e8f3072dd8926c7d56","anonymous",,"1899-12-30 15:37:00,000","1899-12-30 00:01:49,000","Data Analyst","No","0-40k",20,"Other","Python",0,7,1,6,0,0,"Easy","Better Salary","Male",27,"United States","Bachelors","Black or African American"
"62aa356ff8d5efcc22020832","anonymous",,"1899-12-30 15:39:00,000","1899-12-30 00:01:03,000","Data Analyst","Yes","66k-85k",75.5,"Tech","R",4,3,6,7,4,7,"Easy","Better Salary","Male",28,"United States","Masters","Black or African American"
"62aa3e6824a26260274264da","anonymous",,"1899-12-30 16:17:00,000","1899-12-30 00:02:13,000","Data Analyst","Yes","0-40k",20,"Other","Python",1,9,5,5,1,1,"Difficult","Better Salary","Male",30,"Other","Bachelors","Other (Please Specify):Nigeria"
"62aa5c11f408bae018f7dec0","anonymous",,"1899-12-30 18:24:00,000","1899-12-30 00:02:20,000","Data Analyst","Yes","41k-65k",53,"Tech","Python",9,7,10,10,5,8,"Neither easy nor difficult","Better Salary","Male",24,"Other","Bachelors","Other (Please Specify):Arab"
"62aaff342e54c9003e5e79b8","anonymous",,"1899-12-30 06:00:00,000","1899-12-30 00:12:16,000","Student/Looking/None","Yes","0-40k",20,"Tech","Python",0,4,2,0,1,3,"Neither easy nor difficult","Better Salary","Male",31,"Other","High School","Black or African American"
"62abec6cf3072dd8926f2ad0","anonymous",,"1899-12-30 22:52:00,000","1899-12-30 00:01:24,000","Other","No","0-40k",20,"Other","Python",1,6,2,5,1,0,"Neither easy nor difficult","Better Salary","Male",24,"India","Bachelors","Other (Please Specify):Indian"
"62ad591424a2626027471080","anonymous",,"1899-12-30 00:48:00,000","1899-12-30 00:01:32,000","Data Analyst","No","41k-65k",53,"Agriculture","Python",2,2,4,5,1,1,"Neither easy nor difficult","Better Salary","Male",23,"United States","High School","Hispanic or Latino"
"62ae680024a2626027483ebc","anonymous",,"1899-12-30 20:04:00,000","1899-12-30 00:02:05,000","Other","Yes","41k-65k",53,"Finance","Python",8,10,10,10,10,10,"Neither easy nor difficult","Better Salary","Male",29,"Other","Bachelors","Hispanic or Latino"
"62b152960f8c8599d5c31550","anonymous",,"1899-12-30 01:09:00,000","1899-12-30 00:01:54,000","Other","Yes","0-40k",20,"Other","Python",3,6,7,5,4,4,"Neither easy nor difficult","Better Salary","Male",28,"Other","Bachelors","Hispanic or Latino"
"62b4404df31287f32e14d1c1","anonymous",,"1899-12-30 06:28:00,000","1899-12-30 00:01:20,000","Database Developer","Yes","0-40k",20,"Telecommunication","Python",5,5,5,5,4,5,"Easy","Better Salary","Male",66,"Other","High School","Black or African American"
"62a33c2cbc6861bf3176bec1","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:42:00,000","1899-12-30 00:02:18,000","Data Engineer","No","0-40k",20,"Other","Python",0,8,7,5,7,7,"Easy","Good Work/Life Balance","Male",23,"Other","","Black or African American"
"62a33cb6cf25554317300177","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:44:00,000","1899-12-30 00:02:34,000","Data Analyst","Yes","0-40k",20,"Other","Python",2,3,3,3,3,2,"Difficult","Good Work/Life Balance","Male",33,"Other","","Black or African American"
"62a33e63cec54911e9ca4f99","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:51:00,000","1899-12-30 00:02:21,000","Data Analyst","No","0-40k",20,"Tech","Python",4,6,6,6,7,7,"Easy","Good Work/Life Balance","Male",31,"India","","Asian or Asian American"
"62a33e9df8f756164585277b","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:52:00,000","1899-12-30 00:01:47,000","Student/Looking/None","Yes","41k-65k",53,"Finance","Python",10,7,10,10,5,3,"Very Difficult","Good Work/Life Balance","Male",31,"United States","","Black or African American"
"62a33ee0bae91e4b8b82eaec","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:53:00,000","1899-12-30 00:03:30,000","Data Analyst","Yes","0-40k",20,"Other","Python",8,7,8,7,7,7,"Difficult","Good Work/Life Balance","Male",25,"India","","Asian or Asian American"
"62a340e10a77c1a77f65c2e7","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:02:00,000","1899-12-30 00:01:57,000","Other","Yes","150k-225k",187.5,"Tech","Python",10,8,9,8,8,10,"Easy","Good Work/Life Balance","Male",38,"United States","","Hispanic or Latino"
"62a3450424a262602738357f","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:20:00,000","1899-12-30 00:01:19,000","Other","No","86k-105k",95.5,"Healthcare","Python",9,10,10,10,10,10,"Very Easy","Good Work/Life Balance","Female",33,"United States","PhD","Hispanic or Latino"
"62a345e25d257a28a30d8b43","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:23:00,000","1899-12-30 00:03:09,000","Data Analyst","Yes","66k-85k",75.5,"Other","Python",7,7,5,9,7,8,"Easy","Good Work/Life Balance","Male",29,"Other","Bachelors","Hispanic or Latino"
"62a346b4bc6861bf3176d7ce","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:27:00,000","1899-12-30 00:01:09,000","Student/Looking/None","No","0-40k",20,"Tech","R",0,0,0,0,0,0,"Neither easy nor difficult","Good Work/Life Balance","Male",23,"India","Bachelors","Other (Please Specify):Indian"
"62a346d724a2626027383abd","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:27:00,000","1899-12-30 00:02:29,000","Other","Yes","66k-85k",75.5,"Other","Python",7,9,9,8,8,9,"Neither easy nor difficult","Good Work/Life Balance","Male",35,"Other","Bachelors","Hispanic or Latino"
"62a349e6b4da29969c63000c","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:40:00,000","1899-12-30 00:01:32,000","Data Analyst","Yes","0-40k",20,"Tech","C/C++",0,0,0,2,2,5,"Neither easy nor difficult","Good Work/Life Balance","Male",25,"India","Bachelors","Asian or Asian American"
"62a34da0f408bae018ed5abd","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:56:00,000","1899-12-30 00:01:30,000","Other","Yes","41k-65k",53,"Education","Other",0,0,2,0,0,0,"Very Difficult","Good Work/Life Balance","Female",42,"United States","Bachelors","Black or African American"
"62a34fa418134ddc75ceb509","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:05:00,000","1899-12-30 00:03:29,000","Data Analyst","Yes","0-40k",20,"Tech","Python",4,5,5,5,6,8,"Difficult","Good Work/Life Balance","Male",23,"Other","Bachelors","Asian or Asian American"
"62a350f7f3072dd892624d05","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:11:00,000","1899-12-30 00:02:03,000","Data Analyst","Yes","0-40k",20,"Finance","C/C++",5,2,4,3,3,3,"Difficult","Good Work/Life Balance","Female",25,"Other","Bachelors","Black or African American"
"62a35236b4da29969c631214","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:16:00,000","1899-12-30 00:00:53,000","Other","No","0-40k",20,"Education","Python",1,1,1,0,0,2,"Easy","Good Work/Life Balance","Female",28,"India","Masters","Asian or Asian American"
"62a352a32e54c9003e534981","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:18:00,000","1899-12-30 00:01:46,000","Data Analyst","Yes","66k-85k",75.5,"Finance","Other",8,8,7,7,10,10,"Very Easy","Good Work/Life Balance","Male",22,"United States","Bachelors","Other (Please Specify):Mixed ( Caucasian / African-American )"
"62a353565d257a28a30da59f","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:21:00,000","1899-12-30 00:05:11,000","Data Analyst","Yes","0-40k",20,"Finance","Other",2,3,3,3,2,4,"Neither easy nor difficult","Good Work/Life Balance","Female",22,"Other","Bachelors","Other (Please Specify):Half Asian half African"
"62a3545e0f8c8599d5af474b","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:25:00,000","1899-12-30 00:03:42,000","Data Analyst","Yes","106k-125k",115.5,"Other","Other",8,8,8,8,10,10,"Easy","Good Work/Life Balance","Male",37,"United States","Bachelors","Other (Please Specify):Prefer not to ans"
"62a35ababae91e4b8b83269d","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:52:00,000","1899-12-30 00:02:39,000","Data Analyst","Yes","0-40k",20,"Tech","Python",8,8,8,8,8,9,"Neither easy nor difficult","Good Work/Life Balance","Male",44,"Other","Bachelors","Hispanic or Latino"
"62a35d95cf25554317304386","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:04:00,000","1899-12-30 00:01:04,000","Data Analyst","No","150k-225k",187.5,"Tech","Python",10,10,10,8,10,10,"Easy","Good Work/Life Balance","Male",28,"United States","Bachelors","Asian or Asian American"
"62a35fc1f8f7561645856c98","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:14:00,000","1899-12-30 00:00:53,000","Student/Looking/None","No","0-40k",20,"Healthcare","Python",0,0,0,0,0,0,"Neither easy nor difficult","Good Work/Life Balance","Male",24,"United States","Masters","Asian or Asian American"
"62a36e470a77c1a77f662470","anonymous","2022-10-06 00:00:00,000","1899-12-30 12:16:00,000","1899-12-30 00:01:21,000","Data Analyst","No","125k-150k",137.5,"Tech","Python",10,5,10,10,6,10,"Difficult","Good Work/Life Balance","Male",28,"United States","Bachelors","Hispanic or Latino"
"62a37222cf2555431730732d","anonymous","2022-10-06 00:00:00,000","1899-12-30 12:32:00,000","1899-12-30 00:02:10,000","Data Engineer","No","0-40k",20,"Healthcare","Python",6,6,6,5,4,7,"Neither easy nor difficult","Good Work/Life Balance","Male",24,"Other","Bachelors","Hispanic or Latino"
"62a377f424a2626027389af3","anonymous","2022-10-06 00:00:00,000","1899-12-30 12:57:00,000","1899-12-30 00:03:54,000","Data Analyst","Yes","0-40k",20,"Telecommunication","R",2,8,7,6,5,6,"Neither easy nor difficult","Good Work/Life Balance","Male",41,"Other","Bachelors","Hispanic or Latino"
"62a38153cec54911e9cad855","anonymous","2022-10-06 00:00:00,000","1899-12-30 13:37:00,000","1899-12-30 00:24:18,000","Data Analyst","Yes","0-40k",20,"Healthcare","Python",4,10,10,8,8,10,"Easy","Good Work/Life Balance","Male",30,"Other","Masters","Hispanic or Latino"
"62a385c40f8c8599d5afa6cf","anonymous","2022-10-06 00:00:00,000","1899-12-30 13:56:00,000","1899-12-30 00:00:59,000","Data Analyst","Yes","66k-85k",75.5,"Tech","Python",3,4,4,4,5,5,"Very Difficult","Good Work/Life Balance","Male",29,"United States","Masters","Asian or Asian American"
"62a386dfcec54911e9cae1d3","anonymous","2022-10-06 00:00:00,000","1899-12-30 14:01:00,000","1899-12-30 00:02:04,000","Data Analyst","No","86k-105k",95.5,"Agriculture","Python",7,6,7,4,5,8,"Difficult","Good Work/Life Balance","Male",26,"United States","Bachelors","Black or African American"
"62a38a4d575fa3a5ae8944df","anonymous","2022-10-06 00:00:00,000","1899-12-30 14:15:00,000","1899-12-30 00:01:43,000","Data Analyst","No","41k-65k",53,"Education","Python",7,7,8,8,6,7,"Neither easy nor difficult","Good Work/Life Balance","Male",26,"United States","Bachelors","Black or African American"
"62a38de50f8c8599d5afb3e7","anonymous","2022-10-06 00:00:00,000","1899-12-30 14:31:00,000","1899-12-30 00:04:30,000","Other","No","0-40k",20,"Other","Python",3,3,6,5,,4,"Difficult","Good Work/Life Balance","Male",23,"India","Bachelors","Asian or Asian American"
"62a390c0d8c00e9f541a6fd7","anonymous","2022-10-06 00:00:00,000","1899-12-30 14:43:00,000","1899-12-30 00:02:14,000","Student/Looking/None","No","66k-85k",75.5,"Other","Python",2,2,4,1,2,1,"Neither easy nor difficult","Good Work/Life Balance","Male",35,"United States","Masters","Black or African American"
"62a39214f8f756164585c6b6","anonymous","2022-10-06 00:00:00,000","1899-12-30 14:48:00,000","1899-12-30 00:03:06,000","Other","No","41k-65k",53,"Finance","Python",3,3,3,0,0,1,"Difficult","Good Work/Life Balance","Male",25,"India","Bachelors","Asian or Asian American"
"62a3944024a262602738cb07","anonymous","2022-10-06 00:00:00,000","1899-12-30 14:58:00,000","1899-12-30 00:02:02,000","Data Analyst","Yes","0-40k",20,"Other","Python",6,3,5,7,5,7,"Neither easy nor difficult","Good Work/Life Balance","Male",22,"India","Bachelors","Asian or Asian American"
"62a3970ebae91e4b8b839495","anonymous","2022-10-06 00:00:00,000","1899-12-30 15:10:00,000","1899-12-30 00:01:06,000","Student/Looking/None","Yes","66k-85k",75.5,"Healthcare","Other",,,,,,0,"Difficult","Good Work/Life Balance","Female",42,"United States","Masters","Asian or Asian American"
"62a3980e0f8c8599d5afc32c","anonymous","2022-10-06 00:00:00,000","1899-12-30 15:14:00,000","1899-12-30 00:01:27,000","Data Analyst","Yes","106k-125k",115.5,"Other","Other",9,9,9,6,9,8,"Difficult","Good Work/Life Balance","Male",31,"United States","Masters","Asian or Asian American"
"62a39bd324a262602738d725","anonymous","2022-10-06 00:00:00,000","1899-12-30 15:30:00,000","1899-12-30 00:01:23,000","Data Analyst","Yes","0-40k",20,"Other","Python",7,4,7,4,8,10,"Easy","Good Work/Life Balance","Male",25,"Other","Bachelors","Hispanic or Latino"
"62a3ac4bf8f756164585ea83","anonymous","2022-10-06 00:00:00,000","1899-12-30 16:40:00,000","1899-12-30 00:02:04,000","Data Analyst","Yes","0-40k",20,"Tech","Python",3,2,4,3,7,8,"Easy","Good Work/Life Balance","Male",26,"Other","Bachelors","Other (Please Specify):Bangladeshi"
"62a3c30324a26260273909b9","anonymous","2022-10-06 00:00:00,000","1899-12-30 18:17:00,000","1899-12-30 00:01:18,000","Data Analyst","No","86k-105k",95.5,"Other","Python",5,3,5,6,6,4,"Difficult","Good Work/Life Balance","Male",27,"Canada","Masters","Other (Please Specify):Pakistani"
"62a3dc3ab4da29969c63e3d7","anonymous","2022-10-06 00:00:00,000","1899-12-30 20:05:00,000","1899-12-30 00:03:42,000","Data Analyst","Yes","66k-85k",75.5,"Other","R",3,2,6,6,5,4,"Difficult","Good Work/Life Balance","Male",30,"United States","Masters","Other (Please Specify):Half black and half white"
"62a40276bc6861bf3177e6fd","anonymous","2022-10-06 00:00:00,000","1899-12-30 22:48:00,000","1899-12-30 00:04:01,000","Student/Looking/None","Yes","0-40k",20,"Other","Python",2,2,3,3,2,3,"Difficult","Good Work/Life Balance","Male",22,"India","Bachelors","Asian or Asian American"
"62a40c99575fa3a5ae89de4b","anonymous","2022-10-06 00:00:00,000","1899-12-30 23:31:00,000","1899-12-30 00:02:29,000","Data Scientist","Yes","86k-105k",95.5,"Other","Python",6,5,8,8,7,9,"Easy","Good Work/Life Balance","Male",26,"India","Bachelors","Hispanic or Latino"
"62a436fd24a2626027397c93","anonymous","2022-11-06 00:00:00,000","1899-12-30 02:32:00,000","1899-12-30 00:03:23,000","Data Analyst","Yes","0-40k",20,"Tech","Python",,,,,,5,"Neither easy nor difficult","Good Work/Life Balance","Female",19,"Other","High School","Asian or Asian American"
"62a43e86f408bae018ee913a","anonymous","2022-11-06 00:00:00,000","1899-12-30 03:04:00,000","1899-12-30 00:04:03,000","Student/Looking/None","No","0-40k",20,"Other","Python",5,6,6,5,1,3,"Neither easy nor difficult","Good Work/Life Balance","Female",92,"India","Masters","Asian or Asian American"
"62a441e3575fa3a5ae8a1552","anonymous","2022-11-06 00:00:00,000","1899-12-30 03:18:00,000","1899-12-30 00:04:04,000","Data Analyst","Yes","41k-65k",53,"Finance","Python",4,5,5,5,6,6,"Neither easy nor difficult","Good Work/Life Balance","Male",42,"United Kingdom","Masters","Black or African American"
"62a45c8bf3072dd89263a493","anonymous","2022-11-06 00:00:00,000","1899-12-30 05:12:00,000","1899-12-30 00:02:43,000","Data Analyst","No","0-40k",20,"Other","Python",0,0,0,0,0,0,"Easy","Good Work/Life Balance","Female",26,"India","Bachelors","Asian or Asian American"
"62a46ad7d8c00e9f541b664a","anonymous","2022-11-06 00:00:00,000","1899-12-30 06:13:00,000","1899-12-30 00:03:13,000","Other","No","0-40k",20,"Construction","R",0,0,1,3,2,1,"Neither easy nor difficult","Good Work/Life Balance","Female",37,"Other","Masters","Other (Please Specify):African"
"62a47947cec54911e9cbf6b2","anonymous","2022-11-06 00:00:00,000","1899-12-30 07:15:00,000","1899-12-30 00:02:11,000","Student/Looking/None","No","0-40k",20,"Other","R",10,10,10,10,10,10,"Neither easy nor difficult","Good Work/Life Balance","Male",24,"United Kingdom","Masters","Asian or Asian American"
"62a47e3ef3072dd89263c8c0","anonymous","2022-11-06 00:00:00,000","1899-12-30 07:36:00,000","1899-12-30 00:02:30,000","Other","No","0-40k",20,"Tech","R",2,1,4,1,1,1,"Easy","Good Work/Life Balance","Male",24,"India","Bachelors","Asian or Asian American"
"62a47ea87dc029e2d66d9b60","anonymous","2022-11-06 00:00:00,000","1899-12-30 07:38:00,000","1899-12-30 00:01:30,000","Student/Looking/None","No","0-40k",20,"Other","R",0,1,3,0,0,0,"Neither easy nor difficult","Good Work/Life Balance","Male",41,"Other","Bachelors","Hispanic or Latino"
"62a495d724a262602739ee07","anonymous","2022-11-06 00:00:00,000","1899-12-30 09:17:00,000","1899-12-30 00:02:01,000","Student/Looking/None","No","0-40k",20,"Tech","Python",0,2,3,3,2,3,"Easy","Good Work/Life Balance","Female",24,"Other","Bachelors","Black or African American"
"62a49e47b4da29969c64b9f9","anonymous","2022-11-06 00:00:00,000","1899-12-30 09:53:00,000","1899-12-30 00:01:06,000","Data Analyst","Yes","0-40k",20,"Tech","Python",0,0,0,0,0,0,"Difficult","Good Work/Life Balance","Male",30,"United Kingdom","Masters","Asian or Asian American"
"62a4afd87dc029e2d66ddb24","anonymous","2022-11-06 00:00:00,000","1899-12-30 11:08:00,000","1899-12-30 00:01:43,000","Data Scientist","No","0-40k",20,"Finance","Python",7,7,8,6,6,4,"Neither easy nor difficult","Good Work/Life Balance","Male",26,"India","Masters","Other (Please Specify):Indian"
"62a4b23f5d257a28a30f6b8c","anonymous","2022-11-06 00:00:00,000","1899-12-30 11:18:00,000","1899-12-30 00:00:56,000","Data Engineer","Yes","106k-125k",115.5,"Tech","Python",4,4,4,4,5,6,"Neither easy nor difficult","Good Work/Life Balance","Male",25,"India","Masters","Asian or Asian American"
"62a4cffeb4da29969c64f6a1","anonymous","2022-11-06 00:00:00,000","1899-12-30 13:25:00,000","1899-12-30 00:01:02,000","Data Analyst","Yes","0-40k",20,"Finance","Python",2,2,5,5,2,3,"Very Difficult","Good Work/Life Balance","Female",33,"India","Masters","Asian or Asian American"
"62a4fe370f8c8599d5b158c4","anonymous","2022-11-06 00:00:00,000","1899-12-30 16:42:00,000","1899-12-30 00:02:40,000","Data Analyst","No","41k-65k",53,"Other","Python",7,5,9,9,4,9,"Neither easy nor difficult","Good Work/Life Balance","Female",29,"Other","Masters","Black or African American"
"62a5177d18134ddc75d0e9d8","anonymous","2022-11-06 00:00:00,000","1899-12-30 18:30:00,000","1899-12-30 00:05:09,000","Student/Looking/None","Yes","0-40k",20,"Other","R",0,2,2,3,3,4,"Neither easy nor difficult","Good Work/Life Balance","Male",42,"Other","Masters","Black or African American"
"62a52629b4da29969c654a94","anonymous","2022-11-06 00:00:00,000","1899-12-30 19:32:00,000","1899-12-30 00:09:42,000","Data Analyst","Yes","41k-65k",53,"Healthcare","Other",,,,,,6,"Easy","Good Work/Life Balance","Male",32,"Other","Bachelors","Other (Please Specify):Sudanese African"
"62a59cd2cec54911e9cd251a","anonymous","2022-12-06 00:00:00,000","1899-12-30 03:59:00,000","1899-12-30 00:03:34,000","Student/Looking/None","No","0-40k",20,"Education","R",1,1,2,1,0,3,"Neither easy nor difficult","Good Work/Life Balance","Male",30,"Other","Associates","Other (Please Specify):African"
"62a5e69f24a26260273b42bf","anonymous","2022-12-06 00:00:00,000","1899-12-30 09:14:00,000","1899-12-30 00:01:31,000","Other","No","66k-85k",75.5,"Finance","Python",0,10,10,5,0,0,"Neither easy nor difficult","Good Work/Life Balance","Female",30,"United States","Masters","Asian or Asian American"
"62a61076f8f7561645887ded","anonymous","2022-12-06 00:00:00,000","1899-12-30 12:12:00,000","1899-12-30 00:01:35,000","Student/Looking/None","No","0-40k",20,"Other","Python",0,0,0,0,0,0,"Easy","Good Work/Life Balance","Female",26,"United States","Bachelors","American Indian or Alaska Native"
"62a617c30a77c1a77f6925fc","anonymous","2022-12-06 00:00:00,000","1899-12-30 12:43:00,000","1899-12-30 00:02:48,000","Data Analyst","No","41k-65k",53,"Tech","Python",9,7,9,10,10,10,"Neither easy nor difficult","Good Work/Life Balance","Female",22,"India","Masters","Asian or Asian American"
"62a61eb02e54c9003e5697f7","anonymous","2022-12-06 00:00:00,000","1899-12-30 13:13:00,000","1899-12-30 00:01:43,000","Data Engineer","Yes","0-40k",20,"Other","Python",5,7,6,8,7,7,"Neither easy nor difficult","Good Work/Life Balance","Male",28,"India","Bachelors","Asian or Asian American"
"62a68f1e0a77c1a77f69a381","anonymous","2022-12-06 00:00:00,000","1899-12-30 21:13:00,000","1899-12-30 00:04:36,000","Other","Yes","0-40k",20,"Other","Python",3,3,3,2,2,2,"Very Easy","Good Work/Life Balance","Male",48,"Other","Masters","Other (Please Specify):Melayu"
"62a749ebd8c00e9f541efa36","anonymous",,"1899-12-30 10:30:00,000","1899-12-30 00:01:12,000","Other","Yes","41k-65k",53,"Telecommunication","Python",4,5,4,5,5,6,"Difficult","Good Work/Life Balance","Male",27,"India","Bachelors","American Indian or Alaska Native"
"62a7b283f8d5efcc22fdc189","anonymous",,"1899-12-30 17:56:00,000","1899-12-30 00:01:57,000","Data Analyst","Yes","0-40k",20,"Healthcare","R",2,3,4,3,3,5,"Neither easy nor difficult","Good Work/Life Balance","Male",26,"Other","Bachelors","Black or African American"
"62a84764bc6861bf317d7b86","anonymous",,"1899-12-30 04:31:00,000","1899-12-30 00:01:22,000","Data Analyst","No","66k-85k",75.5,"Other","Python",2,4,4,3,4,4,"Neither easy nor difficult","Good Work/Life Balance","Male",25,"Other","Bachelors","Native Hawaiian or other Pacific Islander"
"62a8bf9e575fa3a5ae907617","anonymous",,"1899-12-30 13:04:00,000","1899-12-30 00:02:07,000","Data Analyst","No","0-40k",20,"Tech","Python",3,4,4,4,2,0,"Neither easy nor difficult","Good Work/Life Balance","Male",23,"India","Bachelors","Asian or Asian American"
"62a95253bae91e4b8b8b91d9","anonymous",,"1899-12-30 23:30:00,000","1899-12-30 00:01:02,000","Student/Looking/None","Yes","0-40k",20,"Telecommunication","Python",0,3,3,4,5,5,"Difficult","Good Work/Life Balance","Female",26,"India","Masters","Asian or Asian American"
"62a993537dc029e2d674e9b5","anonymous",,"1899-12-30 04:07:00,000","1899-12-30 00:02:08,000","Data Analyst","No","66k-85k",75.5,"Education","Python",3,3,5,3,3,4,"Neither easy nor difficult","Good Work/Life Balance","Female",38,"Other","Masters","Black or African American"
"62aa1734f3072dd8926c4168","anonymous",,"1899-12-30 13:30:00,000","1899-12-30 00:03:51,000","Other","Yes","41k-65k",53,"Finance","Other",7,10,10,10,4,5,"Neither easy nor difficult","Good Work/Life Balance","Female",32,"Other","Bachelors","Hispanic or Latino"
"62aacd922e54c9003e5e33c2","anonymous",,"1899-12-30 02:28:00,000","1899-12-30 00:01:22,000","Student/Looking/None","Yes","0-40k",20,"Finance","Other",3,3,3,3,3,3,"Neither easy nor difficult","Good Work/Life Balance","Male",25,"India","Masters","Asian or Asian American"
"62aaeecd0f8c8599d5ba6923","anonymous",,"1899-12-30 04:50:00,000","1899-12-30 00:01:42,000","Student/Looking/None","No","0-40k",20,"Tech","Python",7,7,2,2,7,9,"Easy","Good Work/Life Balance","Male",33,"India","Bachelors","Asian or Asian American"
"62ab3e62bae91e4b8b8ebe14","anonymous",,"1899-12-30 10:29:00,000","1899-12-30 00:02:41,000","Data Analyst","No","0-40k",20,"Other","Python",6,9,7,7,5,8,"Neither easy nor difficult","Good Work/Life Balance","Male",22,"Other","Bachelors","Other (Please Specify):Malay"
"62acc1f0cf255543173e59f7","anonymous",,"1899-12-30 14:03:00,000","1899-12-30 00:01:38,000","Data Analyst","No","0-40k",20,"Tech","Python",2,2,5,6,6,3,"Neither easy nor difficult","Good Work/Life Balance","Male",22,"Other","Bachelors","Black or African American"
"62aee103f8f756164595adb8","anonymous",,"1899-12-30 04:40:00,000","1899-12-30 00:01:20,000","Student/Looking/None","Yes","0-40k",20,"Education","Python",7,8,9,8,9,10,"Difficult","Good Work/Life Balance","Male",26,"Other","Bachelors","Asian or Asian American"
"62a33ba1bae91e4b8b82e35c","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:40:00,000","1899-12-30 00:01:30,000","Data Analyst","No","41k-65k",53,"Finance","R",1,2,5,2,1,3,"Very Difficult","Remote Work","Male",36,"Canada","","Asian or Asian American"
"62a33cd30f8c8599d5af0f8f","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:45:00,000","1899-12-30 00:01:25,000","Data Engineer","Yes","125k-150k",137.5,"Other","Other",10,5,5,5,5,9,"Neither easy nor difficult","Remote Work","Male",35,"United States","","Asian or Asian American"
"62a33dedd8c00e9f5419ce2b","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:49:00,000","1899-12-30 00:01:23,000","Data Analyst","Yes","41k-65k",53,"Finance","Python",5,5,5,5,5,5,"Easy","Remote Work","Male",29,"Other","","Black or African American"
"62a33e890f8c8599d5af13b9","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:52:00,000","1899-12-30 00:01:20,000","Data Analyst","Yes","106k-125k",115.5,"Other","Python",1,6,9,1,0,2,"Difficult","Remote Work","Female",33,"United States","","Asian or Asian American"
"62a33e90cec54911e9ca5031","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:52:00,000","1899-12-30 00:01:34,000","Student/Looking/None","Yes","0-40k",20,"Other","R",0,0,5,0,0,0,"Very Difficult","Remote Work","Female",23,"Other","","Other (Please Specify):African"
"62a33fcb575fa3a5ae88ad59","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:57:00,000","1899-12-30 00:02:03,000","Student/Looking/None","Yes","0-40k",20,"Other","JavaScript",0,0,0,0,0,0,"Difficult","Remote Work","Female",40,"United States","","Asian or Asian American"
